time_period,sex_strat,sex_label,age_strat,age_label,measure_raw,est,prop,hovertext_col
1981,sex_03,Females,age_0to100p_5y_21,25-29,population,92711,7.9,"Females
Year: 1981
Age group: 25-29 years
Proportion of population: 7.9%
Count:  92,711"
1981,sex_03,Females,age_0to100p_5y_21,30-34,population,92188,7.9,"Females
Year: 1981
Age group: 30-34 years
Proportion of population: 7.9%
Count:  92,188"
1981,sex_03,Females,age_0to100p_5y_21,35-39,population,75481,6.5,"Females
Year: 1981
Age group: 35-39 years
Proportion of population: 6.5%
Count:  75,481"
1981,sex_03,Females,age_0to100p_5y_21,40-44,population,61500,5.3,"Females
Year: 1981
Age group: 40-44 years
Proportion of population: 5.3%
Count:  61,500"
1981,sex_03,Females,age_0to100p_5y_21,45-49,population,53600,4.6,"Females
Year: 1981
Age group: 45-49 years
Proportion of population: 4.6%
Count:  53,600"
1981,sex_03,Females,age_0to100p_5y_21,5-9,population,102339,8.8,"Females
Year: 1981
Age group: 5-9 years
Proportion of population: 8.8%
Count: 102,339"
1981,sex_03,Females,age_0to100p_5y_21,50-54,population,56266,4.8,"Females
Year: 1981
Age group: 50-54 years
Proportion of population: 4.8%
Count:  56,266"
1981,sex_03,Females,age_0to100p_5y_21,55-59,population,54777,4.7,"Females
Year: 1981
Age group: 55-59 years
Proportion of population: 4.7%
Count:  54,777"
1981,sex_03,Females,age_0to100p_5y_21,60-64,population,50120,4.3,"Females
Year: 1981
Age group: 60-64 years
Proportion of population: 4.3%
Count:  50,120"
1981,sex_03,Females,age_0to100p_5y_21,65-69,population,43880,3.8,"Females
Year: 1981
Age group: 65-69 years
Proportion of population: 3.8%
Count:  43,880"
1981,sex_03,Females,age_0to100p_5y_21,70-74,population,33908,2.9,"Females
Year: 1981
Age group: 70-74 years
Proportion of population: 2.9%
Count:  33,908"
1981,sex_03,Females,age_0to100p_5y_21,75-79,population,22983,2,"Females
Year: 1981
Age group: 75-79 years
Proportion of population: 2.0%
Count:  22,983"
1981,sex_03,Females,age_0to100p_5y_21,80-84,population,15524,1.3,"Females
Year: 1981
Age group: 80-84 years
Proportion of population: 1.3%
Count:  15,524"
1981,sex_03,Females,age_0to100p_5y_21,85-89,population,7717,0.7,"Females
Year: 1981
Age group: 85-89 years
Proportion of population: 0.7%
Count:   7,717"
1981,sex_03,Females,age_0to100p_5y_21,90-94,population,2728,0.2,"Females
Year: 1981
Age group: 90-94 years
Proportion of population: 0.2%
Count:   2,728"
1981,sex_03,Females,age_0to100p_5y_21,95+,population,633,0.1,"Females
Year: 1981
Age group: 95+ years
Proportion of population: 0.1%
Count:     633"
1981,sex_03,Males,age_0to100p_5y_21,0-4,population,95532,-8.1,"Males
Year: 1981
Age group: 0-4 years
Proportion of population: 8.1%
Count:  95,532"
1981,sex_03,Males,age_0to100p_5y_21,10-14,population,109466,-9.3,"Males
Year: 1981
Age group: 10-14 years
Proportion of population: 9.3%
Count: 109,466"
1981,sex_03,Males,age_0to100p_5y_21,15-19,population,105571,-9,"Males
Year: 1981
Age group: 15-19 years
Proportion of population: 9.0%
Count: 105,571"
1981,sex_03,Males,age_0to100p_5y_21,20-24,population,106414,-9,"Males
Year: 1981
Age group: 20-24 years
Proportion of population: 9.0%
Count: 106,414"
1981,sex_03,Males,age_0to100p_5y_21,25-29,population,97755,-8.3,"Males
Year: 1981
Age group: 25-29 years
Proportion of population: 8.3%
Count:  97,755"
1981,sex_03,Males,age_0to100p_5y_21,30-34,population,96035,-8.1,"Males
Year: 1981
Age group: 30-34 years
Proportion of population: 8.1%
Count:  96,035"
1981,sex_03,Males,age_0to100p_5y_21,35-39,population,79005,-6.7,"Males
Year: 1981
Age group: 35-39 years
Proportion of population: 6.7%
Count:  79,005"
1981,sex_03,Males,age_0to100p_5y_21,40-44,population,65567,-5.6,"Males
Year: 1981
Age group: 40-44 years
Proportion of population: 5.6%
Count:  65,567"
1981,sex_03,Males,age_0to100p_5y_21,45-49,population,56598,-4.8,"Males
Year: 1981
Age group: 45-49 years
Proportion of population: 4.8%
Count:  56,598"
1981,sex_03,Males,age_0to100p_5y_21,5-9,population,106840,-9.1,"Males
Year: 1981
Age group: 5-9 years
Proportion of population: 9.1%
Count: 106,840"
1981,sex_03,Males,age_0to100p_5y_21,50-54,population,58314,-4.9,"Males
Year: 1981
Age group: 50-54 years
Proportion of population: 4.9%
Count:  58,314"
1981,sex_03,Males,age_0to100p_5y_21,55-59,population,55820,-4.7,"Males
Year: 1981
Age group: 55-59 years
Proportion of population: 4.7%
Count:  55,820"
1981,sex_03,Males,age_0to100p_5y_21,60-64,population,46412,-3.9,"Males
Year: 1981
Age group: 60-64 years
Proportion of population: 3.9%
Count:  46,412"
1981,sex_03,Males,age_0to100p_5y_21,65-69,population,39750,-3.4,"Males
Year: 1981
Age group: 65-69 years
Proportion of population: 3.4%
Count:  39,750"
1981,sex_03,Males,age_0to100p_5y_21,70-74,population,28301,-2.4,"Males
Year: 1981
Age group: 70-74 years
Proportion of population: 2.4%
Count:  28,301"
1981,sex_03,Males,age_0to100p_5y_21,75-79,population,17119,-1.5,"Males
Year: 1981
Age group: 75-79 years
Proportion of population: 1.5%
Count:  17,119"
1981,sex_03,Males,age_0to100p_5y_21,80-84,population,8929,-0.8,"Males
Year: 1981
Age group: 80-84 years
Proportion of population: 0.8%
Count:   8,929"
1981,sex_03,Males,age_0to100p_5y_21,85-89,population,3657,-0.3,"Males
Year: 1981
Age group: 85-89 years
Proportion of population: 0.3%
Count:   3,657"
1981,sex_03,Males,age_0to100p_5y_21,90-94,population,1126,-0.1,"Males
Year: 1981
Age group: 90-94 years
Proportion of population: 0.1%
Count:   1,126"
1981,sex_03,Males,age_0to100p_5y_21,95+,population,236,-0,"Males
Year: 1981
Age group: 95+ years
Proportion of population: 0.0%
Count:     236"
1982,sex_03,Females,age_0to100p_5y_21,0-4,population,93420,7.8,"Females
Year: 1982
Age group: 0-4 years
Proportion of population: 7.8%
Count:  93,420"
1982,sex_03,Females,age_0to100p_5y_21,10-14,population,110351,9.2,"Females
Year: 1982
Age group: 10-14 years
Proportion of population: 9.2%
Count: 110,351"
1982,sex_03,Females,age_0to100p_5y_21,15-19,population,103482,8.6,"Females
Year: 1982
Age group: 15-19 years
Proportion of population: 8.6%
Count: 103,482"
1982,sex_03,Females,age_0to100p_5y_21,20-24,population,105994,8.8,"Females
Year: 1982
Age group: 20-24 years
Proportion of population: 8.8%
Count: 105,994"
1982,sex_03,Females,age_0to100p_5y_21,25-29,population,96593,8,"Females
Year: 1982
Age group: 25-29 years
Proportion of population: 8.0%
Count:  96,593"
1982,sex_03,Females,age_0to100p_5y_21,30-34,population,94350,7.8,"Females
Year: 1982
Age group: 30-34 years
Proportion of population: 7.8%
Count:  94,350"
1982,sex_03,Females,age_0to100p_5y_21,35-39,population,83019,6.9,"Females
Year: 1982
Age group: 35-39 years
Proportion of population: 6.9%
Count:  83,019"
1982,sex_03,Females,age_0to100p_5y_21,40-44,population,65203,5.4,"Females
Year: 1982
Age group: 40-44 years
Proportion of population: 5.4%
Count:  65,203"
1982,sex_03,Females,age_0to100p_5y_21,45-49,population,55354,4.6,"Females
Year: 1982
Age group: 45-49 years
Proportion of population: 4.6%
Count:  55,354"
1982,sex_03,Females,age_0to100p_5y_21,5-9,population,101316,8.4,"Females
Year: 1982
Age group: 5-9 years
Proportion of population: 8.4%
Count: 101,316"
1982,sex_03,Females,age_0to100p_5y_21,50-54,population,56487,4.7,"Females
Year: 1982
Age group: 50-54 years
Proportion of population: 4.7%
Count:  56,487"
1982,sex_03,Females,age_0to100p_5y_21,55-59,population,55344,4.6,"Females
Year: 1982
Age group: 55-59 years
Proportion of population: 4.6%
Count:  55,344"
1982,sex_03,Females,age_0to100p_5y_21,60-64,population,51782,4.3,"Females
Year: 1982
Age group: 60-64 years
Proportion of population: 4.3%
Count:  51,782"
1982,sex_03,Females,age_0to100p_5y_21,65-69,population,45285,3.8,"Females
Year: 1982
Age group: 65-69 years
Proportion of population: 3.8%
Count:  45,285"
1982,sex_03,Females,age_0to100p_5y_21,70-74,population,35447,2.9,"Females
Year: 1982
Age group: 70-74 years
Proportion of population: 2.9%
Count:  35,447"
1982,sex_03,Females,age_0to100p_5y_21,75-79,population,24116,2,"Females
Year: 1982
Age group: 75-79 years
Proportion of population: 2.0%
Count:  24,116"
1982,sex_03,Females,age_0to100p_5y_21,80-84,population,15955,1.3,"Females
Year: 1982
Age group: 80-84 years
Proportion of population: 1.3%
Count:  15,955"
1982,sex_03,Females,age_0to100p_5y_21,85-89,population,8131,0.7,"Females
Year: 1982
Age group: 85-89 years
Proportion of population: 0.7%
Count:   8,131"
1982,sex_03,Females,age_0to100p_5y_21,90-94,population,2907,0.2,"Females
Year: 1982
Age group: 90-94 years
Proportion of population: 0.2%
Count:   2,907"
1982,sex_03,Females,age_0to100p_5y_21,95+,population,681,0.1,"Females
Year: 1982
Age group: 95+ years
Proportion of population: 0.1%
Count:     681"
1982,sex_03,Males,age_0to100p_5y_21,0-4,population,98981,-8.1,"Males
Year: 1982
Age group: 0-4 years
Proportion of population: 8.1%
Count:  98,981"
1982,sex_03,Males,age_0to100p_5y_21,10-14,population,115013,-9.4,"Males
Year: 1982
Age group: 10-14 years
Proportion of population: 9.4%
Count: 115,013"
1982,sex_03,Males,age_0to100p_5y_21,15-19,population,106762,-8.8,"Males
Year: 1982
Age group: 15-19 years
Proportion of population: 8.8%
Count: 106,762"
1982,sex_03,Males,age_0to100p_5y_21,20-24,population,110804,-9.1,"Males
Year: 1982
Age group: 20-24 years
Proportion of population: 9.1%
Count: 110,804"
1982,sex_03,Males,age_0to100p_5y_21,25-29,population,101368,-8.3,"Males
Year: 1982
Age group: 25-29 years
Proportion of population: 8.3%
Count: 101,368"
1982,sex_03,Males,age_0to100p_5y_21,30-34,population,98207,-8.1,"Males
Year: 1982
Age group: 30-34 years
Proportion of population: 8.1%
Count:  98,207"
1982,sex_03,Males,age_0to100p_5y_21,35-39,population,86885,-7.1,"Males
Year: 1982
Age group: 35-39 years
Proportion of population: 7.1%
Count:  86,885"
1982,sex_03,Males,age_0to100p_5y_21,40-44,population,69729,-5.7,"Males
Year: 1982
Age group: 40-44 years
Proportion of population: 5.7%
Count:  69,729"
1982,sex_03,Males,age_0to100p_5y_21,45-49,population,58685,-4.8,"Males
Year: 1982
Age group: 45-49 years
Proportion of population: 4.8%
Count:  58,685"
1982,sex_03,Males,age_0to100p_5y_21,5-9,population,106077,-8.7,"Males
Year: 1982
Age group: 5-9 years
Proportion of population: 8.7%
Count: 106,077"
1982,sex_03,Males,age_0to100p_5y_21,50-54,population,58807,-4.8,"Males
Year: 1982
Age group: 50-54 years
Proportion of population: 4.8%
Count:  58,807"
1982,sex_03,Males,age_0to100p_5y_21,55-59,population,56755,-4.7,"Males
Year: 1982
Age group: 55-59 years
Proportion of population: 4.7%
Count:  56,755"
1982,sex_03,Males,age_0to100p_5y_21,60-64,population,48851,-4,"Males
Year: 1982
Age group: 60-64 years
Proportion of population: 4.0%
Count:  48,851"
1982,sex_03,Males,age_0to100p_5y_21,65-69,population,40495,-3.3,"Males
Year: 1982
Age group: 65-69 years
Proportion of population: 3.3%
Count:  40,495"
1982,sex_03,Males,age_0to100p_5y_21,70-74,population,29594,-2.4,"Males
Year: 1982
Age group: 70-74 years
Proportion of population: 2.4%
Count:  29,594"
1982,sex_03,Males,age_0to100p_5y_21,75-79,population,17889,-1.5,"Males
Year: 1982
Age group: 75-79 years
Proportion of population: 1.5%
Count:  17,889"
1982,sex_03,Males,age_0to100p_5y_21,80-84,population,9293,-0.8,"Males
Year: 1982
Age group: 80-84 years
Proportion of population: 0.8%
Count:   9,293"
1982,sex_03,Males,age_0to100p_5y_21,85-89,population,3753,-0.3,"Males
Year: 1982
Age group: 85-89 years
Proportion of population: 0.3%
Count:   3,753"
1982,sex_03,Males,age_0to100p_5y_21,90-94,population,1179,-0.1,"Males
Year: 1982
Age group: 90-94 years
Proportion of population: 0.1%
Count:   1,179"
1982,sex_03,Males,age_0to100p_5y_21,95+,population,242,-0,"Males
Year: 1982
Age group: 95+ years
Proportion of population: 0.0%
Count:     242"
1983,sex_03,Females,age_0to100p_5y_21,0-4,population,95930,7.8,"Females
Year: 1983
Age group: 0-4 years
Proportion of population: 7.8%
Count:  95,930"
1983,sex_03,Females,age_0to100p_5y_21,10-14,population,113314,9.2,"Females
Year: 1983
Age group: 10-14 years
Proportion of population: 9.2%
Count: 113,314"
1983,sex_03,Females,age_0to100p_5y_21,15-19,population,103718,8.4,"Females
Year: 1983
Age group: 15-19 years
Proportion of population: 8.4%
Count: 103,718"
1983,sex_03,Females,age_0to100p_5y_21,20-24,population,107978,8.8,"Females
Year: 1983
Age group: 20-24 years
Proportion of population: 8.8%
Count: 107,978"
1983,sex_03,Females,age_0to100p_5y_21,25-29,population,99339,8.1,"Females
Year: 1983
Age group: 25-29 years
Proportion of population: 8.1%
Count:  99,339"
1983,sex_03,Females,age_0to100p_5y_21,30-34,population,96497,7.8,"Females
Year: 1983
Age group: 30-34 years
Proportion of population: 7.8%
Count:  96,497"
1983,sex_03,Females,age_0to100p_5y_21,35-39,population,88982,7.2,"Females
Year: 1983
Age group: 35-39 years
Proportion of population: 7.2%
Count:  88,982"
1983,sex_03,Females,age_0to100p_5y_21,40-44,population,68407,5.5,"Females
Year: 1983
Age group: 40-44 years
Proportion of population: 5.5%
Count:  68,407"
1983,sex_03,Females,age_0to100p_5y_21,45-49,population,57009,4.6,"Females
Year: 1983
Age group: 45-49 years
Proportion of population: 4.6%
Count:  57,009"
1983,sex_03,Females,age_0to100p_5y_21,5-9,population,99900,8.1,"Females
Year: 1983
Age group: 5-9 years
Proportion of population: 8.1%
Count:  99,900"
1983,sex_03,Females,age_0to100p_5y_21,50-54,population,55912,4.5,"Females
Year: 1983
Age group: 50-54 years
Proportion of population: 4.5%
Count:  55,912"
1983,sex_03,Females,age_0to100p_5y_21,55-59,population,56282,4.6,"Females
Year: 1983
Age group: 55-59 years
Proportion of population: 4.6%
Count:  56,282"
1983,sex_03,Females,age_0to100p_5y_21,60-64,population,53429,4.3,"Females
Year: 1983
Age group: 60-64 years
Proportion of population: 4.3%
Count:  53,429"
1983,sex_03,Females,age_0to100p_5y_21,65-69,population,46085,3.7,"Females
Year: 1983
Age group: 65-69 years
Proportion of population: 3.7%
Count:  46,085"
1983,sex_03,Females,age_0to100p_5y_21,70-74,population,36999,3,"Females
Year: 1983
Age group: 70-74 years
Proportion of population: 3.0%
Count:  36,999"
1983,sex_03,Females,age_0to100p_5y_21,75-79,population,25308,2.1,"Females
Year: 1983
Age group: 75-79 years
Proportion of population: 2.1%
Count:  25,308"
1983,sex_03,Females,age_0to100p_5y_21,80-84,population,16342,1.3,"Females
Year: 1983
Age group: 80-84 years
Proportion of population: 1.3%
Count:  16,342"
1983,sex_03,Females,age_0to100p_5y_21,85-89,population,8381,0.7,"Females
Year: 1983
Age group: 85-89 years
Proportion of population: 0.7%
Count:   8,381"
1983,sex_03,Females,age_0to100p_5y_21,90-94,population,3081,0.2,"Females
Year: 1983
Age group: 90-94 years
Proportion of population: 0.2%
Count:   3,081"
1983,sex_03,Females,age_0to100p_5y_21,95+,population,723,0.1,"Females
Year: 1983
Age group: 95+ years
Proportion of population: 0.1%
Count:     723"
1983,sex_03,Males,age_0to100p_5y_21,0-4,population,102211,-8.2,"Males
Year: 1983
Age group: 0-4 years
Proportion of population: 8.2%
Count: 102,211"
1983,sex_03,Males,age_0to100p_5y_21,10-14,population,118242,-9.5,"Males
Year: 1983
Age group: 10-14 years
Proportion of population: 9.5%
Count: 118,242"
1983,sex_03,Males,age_0to100p_5y_21,15-19,population,107334,-8.6,"Males
Year: 1983
Age group: 15-19 years
Proportion of population: 8.6%
Count: 107,334"
1983,sex_03,Males,age_0to100p_5y_21,20-24,population,112706,-9,"Males
Year: 1983
Age group: 20-24 years
Proportion of population: 9.0%
Count: 112,706"
1983,sex_03,Males,age_0to100p_5y_21,25-29,population,103604,-8.3,"Males
Year: 1983
Age group: 25-29 years
Proportion of population: 8.3%
Count: 103,604"
1983,sex_03,Males,age_0to100p_5y_21,30-34,population,99653,-8,"Males
Year: 1983
Age group: 30-34 years
Proportion of population: 8.0%
Count:  99,653"
1983,sex_03,Males,age_0to100p_5y_21,35-39,population,93554,-7.5,"Males
Year: 1983
Age group: 35-39 years
Proportion of population: 7.5%
Count:  93,554"
1983,sex_03,Males,age_0to100p_5y_21,40-44,population,72898,-5.8,"Males
Year: 1983
Age group: 40-44 years
Proportion of population: 5.8%
Count:  72,898"
1983,sex_03,Males,age_0to100p_5y_21,45-49,population,60937,-4.9,"Males
Year: 1983
Age group: 45-49 years
Proportion of population: 4.9%
Count:  60,937"
1983,sex_03,Males,age_0to100p_5y_21,5-9,population,105046,-8.4,"Males
Year: 1983
Age group: 5-9 years
Proportion of population: 8.4%
Count: 105,046"
1983,sex_03,Males,age_0to100p_5y_21,50-54,population,58454,-4.7,"Males
Year: 1983
Age group: 50-54 years
Proportion of population: 4.7%
Count:  58,454"
1983,sex_03,Males,age_0to100p_5y_21,55-59,population,57592,-4.6,"Males
Year: 1983
Age group: 55-59 years
Proportion of population: 4.6%
Count:  57,592"
1983,sex_03,Males,age_0to100p_5y_21,60-64,population,51024,-4.1,"Males
Year: 1983
Age group: 60-64 years
Proportion of population: 4.1%
Count:  51,024"
1983,sex_03,Males,age_0to100p_5y_21,65-69,population,41146,-3.3,"Males
Year: 1983
Age group: 65-69 years
Proportion of population: 3.3%
Count:  41,146"
1983,sex_03,Males,age_0to100p_5y_21,70-74,population,30587,-2.4,"Males
Year: 1983
Age group: 70-74 years
Proportion of population: 2.4%
Count:  30,587"
1983,sex_03,Males,age_0to100p_5y_21,75-79,population,18763,-1.5,"Males
Year: 1983
Age group: 75-79 years
Proportion of population: 1.5%
Count:  18,763"
1983,sex_03,Males,age_0to100p_5y_21,80-84,population,9634,-0.8,"Males
Year: 1983
Age group: 80-84 years
Proportion of population: 0.8%
Count:   9,634"
1983,sex_03,Males,age_0to100p_5y_21,85-89,population,3880,-0.3,"Males
Year: 1983
Age group: 85-89 years
Proportion of population: 0.3%
Count:   3,880"
1983,sex_03,Males,age_0to100p_5y_21,90-94,population,1176,-0.1,"Males
Year: 1983
Age group: 90-94 years
Proportion of population: 0.1%
Count:   1,176"
1983,sex_03,Males,age_0to100p_5y_21,95+,population,225,-0,"Males
Year: 1983
Age group: 95+ years
Proportion of population: 0.0%
Count:     225"
1984,sex_03,Females,age_0to100p_5y_21,0-4,population,97372,7.8,"Females
Year: 1984
Age group: 0-4 years
Proportion of population: 7.8%
Count:  97,372"
1984,sex_03,Females,age_0to100p_5y_21,10-14,population,113770,9.1,"Females
Year: 1984
Age group: 10-14 years
Proportion of population: 9.1%
Count: 113,770"
1984,sex_03,Females,age_0to100p_5y_21,15-19,population,104483,8.3,"Females
Year: 1984
Age group: 15-19 years
Proportion of population: 8.3%
Count: 104,483"
1984,sex_03,Females,age_0to100p_5y_21,20-24,population,108390,8.6,"Females
Year: 1984
Age group: 20-24 years
Proportion of population: 8.6%
Count: 108,390"
1984,sex_03,Females,age_0to100p_5y_21,25-29,population,101519,8.1,"Females
Year: 1984
Age group: 25-29 years
Proportion of population: 8.1%
Count: 101,519"
1984,sex_03,Females,age_0to100p_5y_21,30-34,population,97577,7.8,"Females
Year: 1984
Age group: 30-34 years
Proportion of population: 7.8%
Count:  97,577"
1984,sex_03,Females,age_0to100p_5y_21,35-39,population,92998,7.4,"Females
Year: 1984
Age group: 35-39 years
Proportion of population: 7.4%
Count:  92,998"
1984,sex_03,Females,age_0to100p_5y_21,40-44,population,72160,5.8,"Females
Year: 1984
Age group: 40-44 years
Proportion of population: 5.8%
Count:  72,160"
1984,sex_03,Females,age_0to100p_5y_21,45-49,population,59602,4.8,"Females
Year: 1984
Age group: 45-49 years
Proportion of population: 4.8%
Count:  59,602"
1984,sex_03,Females,age_0to100p_5y_21,5-9,population,98020,7.8,"Females
Year: 1984
Age group: 5-9 years
Proportion of population: 7.8%
Count:  98,020"
1984,sex_03,Females,age_0to100p_5y_21,50-54,population,55344,4.4,"Females
Year: 1984
Age group: 50-54 years
Proportion of population: 4.4%
Count:  55,344"
1984,sex_03,Females,age_0to100p_5y_21,55-59,population,56901,4.5,"Females
Year: 1984
Age group: 55-59 years
Proportion of population: 4.5%
Count:  56,901"
1984,sex_03,Females,age_0to100p_5y_21,60-64,population,54783,4.4,"Females
Year: 1984
Age group: 60-64 years
Proportion of population: 4.4%
Count:  54,783"
1984,sex_03,Females,age_0to100p_5y_21,65-69,population,46172,3.7,"Females
Year: 1984
Age group: 65-69 years
Proportion of population: 3.7%
Count:  46,172"
1984,sex_03,Females,age_0to100p_5y_21,70-74,population,38845,3.1,"Females
Year: 1984
Age group: 70-74 years
Proportion of population: 3.1%
Count:  38,845"
1984,sex_03,Females,age_0to100p_5y_21,75-79,population,26549,2.1,"Females
Year: 1984
Age group: 75-79 years
Proportion of population: 2.1%
Count:  26,549"
1984,sex_03,Females,age_0to100p_5y_21,80-84,population,17034,1.4,"Females
Year: 1984
Age group: 80-84 years
Proportion of population: 1.4%
Count:  17,034"
1984,sex_03,Females,age_0to100p_5y_21,85-89,population,8680,0.7,"Females
Year: 1984
Age group: 85-89 years
Proportion of population: 0.7%
Count:   8,680"
1984,sex_03,Females,age_0to100p_5y_21,90-94,population,3285,0.3,"Females
Year: 1984
Age group: 90-94 years
Proportion of population: 0.3%
Count:   3,285"
1984,sex_03,Females,age_0to100p_5y_21,95+,population,816,0.1,"Females
Year: 1984
Age group: 95+ years
Proportion of population: 0.1%
Count:     816"
1984,sex_03,Males,age_0to100p_5y_21,0-4,population,103661,-8.2,"Males
Year: 1984
Age group: 0-4 years
Proportion of population: 8.2%
Count: 103,661"
1984,sex_03,Males,age_0to100p_5y_21,10-14,population,119099,-9.4,"Males
Year: 1984
Age group: 10-14 years
Proportion of population: 9.4%
Count: 119,099"
1984,sex_03,Males,age_0to100p_5y_21,15-19,population,108465,-8.5,"Males
Year: 1984
Age group: 15-19 years
Proportion of population: 8.5%
Count: 108,465"
1984,sex_03,Males,age_0to100p_5y_21,20-24,population,112854,-8.9,"Males
Year: 1984
Age group: 20-24 years
Proportion of population: 8.9%
Count: 112,854"
1984,sex_03,Males,age_0to100p_5y_21,25-29,population,105898,-8.3,"Males
Year: 1984
Age group: 25-29 years
Proportion of population: 8.3%
Count: 105,898"
1984,sex_03,Males,age_0to100p_5y_21,30-34,population,100192,-7.9,"Males
Year: 1984
Age group: 30-34 years
Proportion of population: 7.9%
Count: 100,192"
1984,sex_03,Males,age_0to100p_5y_21,35-39,population,97284,-7.7,"Males
Year: 1984
Age group: 35-39 years
Proportion of population: 7.7%
Count:  97,284"
1984,sex_03,Males,age_0to100p_5y_21,40-44,population,76729,-6,"Males
Year: 1984
Age group: 40-44 years
Proportion of population: 6.0%
Count:  76,729"
1984,sex_03,Males,age_0to100p_5y_21,45-49,population,63779,-5,"Males
Year: 1984
Age group: 45-49 years
Proportion of population: 5.0%
Count:  63,779"
1984,sex_03,Males,age_0to100p_5y_21,5-9,population,103257,-8.1,"Males
Year: 1984
Age group: 5-9 years
Proportion of population: 8.1%
Count: 103,257"
1984,sex_03,Males,age_0to100p_5y_21,50-54,population,57968,-4.6,"Males
Year: 1984
Age group: 50-54 years
Proportion of population: 4.6%
Count:  57,968"
1984,sex_03,Males,age_0to100p_5y_21,55-59,population,58270,-4.6,"Males
Year: 1984
Age group: 55-59 years
Proportion of population: 4.6%
Count:  58,270"
1984,sex_03,Males,age_0to100p_5y_21,60-64,population,53336,-4.2,"Males
Year: 1984
Age group: 60-64 years
Proportion of population: 4.2%
Count:  53,336"
1984,sex_03,Males,age_0to100p_5y_21,65-69,population,41239,-3.2,"Males
Year: 1984
Age group: 65-69 years
Proportion of population: 3.2%
Count:  41,239"
1984,sex_03,Males,age_0to100p_5y_21,70-74,population,32230,-2.5,"Males
Year: 1984
Age group: 70-74 years
Proportion of population: 2.5%
Count:  32,230"
1984,sex_03,Males,age_0to100p_5y_21,75-79,population,19630,-1.5,"Males
Year: 1984
Age group: 75-79 years
Proportion of population: 1.5%
Count:  19,630"
1984,sex_03,Males,age_0to100p_5y_21,80-84,population,10156,-0.8,"Males
Year: 1984
Age group: 80-84 years
Proportion of population: 0.8%
Count:  10,156"
1984,sex_03,Males,age_0to100p_5y_21,85-89,population,4022,-0.3,"Males
Year: 1984
Age group: 85-89 years
Proportion of population: 0.3%
Count:   4,022"
1984,sex_03,Males,age_0to100p_5y_21,90-94,population,1228,-0.1,"Males
Year: 1984
Age group: 90-94 years
Proportion of population: 0.1%
Count:   1,228"
1984,sex_03,Males,age_0to100p_5y_21,95+,population,262,-0,"Males
Year: 1984
Age group: 95+ years
Proportion of population: 0.0%
Count:     262"
1985,sex_03,Females,age_0to100p_5y_21,0-4,population,98835,7.7,"Females
Year: 1985
Age group: 0-4 years
Proportion of population: 7.7%
Count:  98,835"
1985,sex_03,Females,age_0to100p_5y_21,10-14,population,113234,8.9,"Females
Year: 1985
Age group: 10-14 years
Proportion of population: 8.9%
Count: 113,234"
1985,sex_03,Females,age_0to100p_5y_21,15-19,population,106736,8.4,"Females
Year: 1985
Age group: 15-19 years
Proportion of population: 8.4%
Count: 106,736"
1985,sex_03,Females,age_0to100p_5y_21,20-24,population,108559,8.5,"Females
Year: 1985
Age group: 20-24 years
Proportion of population: 8.5%
Count: 108,559"
1985,sex_03,Females,age_0to100p_5y_21,25-29,population,104312,8.2,"Females
Year: 1985
Age group: 25-29 years
Proportion of population: 8.2%
Count: 104,312"
1985,sex_03,Females,age_0to100p_5y_21,30-34,population,98832,7.7,"Females
Year: 1985
Age group: 30-34 years
Proportion of population: 7.7%
Count:  98,832"
1985,sex_03,Females,age_0to100p_5y_21,35-39,population,96914,7.6,"Females
Year: 1985
Age group: 35-39 years
Proportion of population: 7.6%
Count:  96,914"
1985,sex_03,Females,age_0to100p_5y_21,40-44,population,76709,6,"Females
Year: 1985
Age group: 40-44 years
Proportion of population: 6.0%
Count:  76,709"
1985,sex_03,Females,age_0to100p_5y_21,45-49,population,62143,4.9,"Females
Year: 1985
Age group: 45-49 years
Proportion of population: 4.9%
Count:  62,143"
1985,sex_03,Females,age_0to100p_5y_21,5-9,population,97070,7.6,"Females
Year: 1985
Age group: 5-9 years
Proportion of population: 7.6%
Count:  97,070"
1985,sex_03,Females,age_0to100p_5y_21,50-54,population,55401,4.3,"Females
Year: 1985
Age group: 50-54 years
Proportion of population: 4.3%
Count:  55,401"
1985,sex_03,Females,age_0to100p_5y_21,55-59,population,57198,4.5,"Females
Year: 1985
Age group: 55-59 years
Proportion of population: 4.5%
Count:  57,198"
1985,sex_03,Females,age_0to100p_5y_21,60-64,population,56120,4.4,"Females
Year: 1985
Age group: 60-64 years
Proportion of population: 4.4%
Count:  56,120"
1985,sex_03,Females,age_0to100p_5y_21,65-69,population,46774,3.7,"Females
Year: 1985
Age group: 65-69 years
Proportion of population: 3.7%
Count:  46,774"
1985,sex_03,Females,age_0to100p_5y_21,70-74,population,40134,3.1,"Females
Year: 1985
Age group: 70-74 years
Proportion of population: 3.1%
Count:  40,134"
1985,sex_03,Females,age_0to100p_5y_21,75-79,population,27810,2.2,"Females
Year: 1985
Age group: 75-79 years
Proportion of population: 2.2%
Count:  27,810"
1985,sex_03,Females,age_0to100p_5y_21,80-84,population,17488,1.4,"Females
Year: 1985
Age group: 80-84 years
Proportion of population: 1.4%
Count:  17,488"
1985,sex_03,Females,age_0to100p_5y_21,85-89,population,9359,0.7,"Females
Year: 1985
Age group: 85-89 years
Proportion of population: 0.7%
Count:   9,359"
